City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
259,Lavrentiya,RU,65.5833,-171.0,17.94,76,100,9.55,overcast clouds,2021-10-25 23:13:07
260,Ishigaki,JP,24.3448,124.1572,75.33,73,75,18.41,broken clouds,2021-10-25 23:17:49
261,Pontianak,ID,-0.0333,109.3333,78.78,94,40,3.44,scattered clouds,2021-10-25 23:17:49
262,Biak,ID,-0.9131,122.8766,79.14,79,95,1.03,overcast clouds,2021-10-25 23:10:32
263,Kanniyakumari,IN,8.0833,77.5667,79.59,80,93,5.44,overcast clouds,2021-10-25 23:17:50
264,Dingle,PH,10.9995,122.6711,78.13,90,88,5.68,overcast clouds,2021-10-25 23:07:28
265,Pisco,PE,-13.7,-76.2167,63.01,77,0,18.41,clear sky,2021-10-25 23:16:01
266,Richmond,US,37.5538,-77.4603,69.42,93,75,1.01,broken clouds,2021-10-25 23:13:12
267,San Cristobal,VE,7.7669,-72.225,75.38,98,89,2.33,overcast clouds,2021-10-25 23:08:49
268,Contai,IN,21.7786,87.7536,72.64,84,0,7.02,clear sky,2021-10-25 23:17:51
269,Cap Malheureux,MU,-19.9842,57.6142,72.09,80,7,4.0,clear sky,2021-10-25 23:17:52
270,Sao Filipe,CV,14.8961,-24.4956,78.94,76,36,9.75,scattered clouds,2021-10-25 23:16:44
271,Svetlaya,RU,46.5389,138.3297,47.5,56,0,4.07,clear sky,2021-10-25 23:16:23
272,Balikpapan,ID,-1.2675,116.8289,76.15,89,83,3.02,broken clouds,2021-10-25 23:17:52
273,San Jose,US,37.3394,-121.895,65.48,55,75,1.99,broken clouds,2021-10-25 23:14:43
274,Chaman,PK,30.9236,66.4512,59.27,21,85,5.17,overcast clouds,2021-10-25 23:17:53
275,Katobu,ID,-4.9408,122.5276,79.66,82,97,3.33,overcast clouds,2021-10-25 23:17:53
276,Mount Isa,AU,-20.7333,139.5,87.57,27,5,6.91,clear sky,2021-10-25 23:16:22
277,Hambantota,LK,6.1241,81.1185,78.58,83,100,10.29,heavy intensity rain,2021-10-25 23:12:13
278,Saint-Joseph,RE,-21.3667,55.6167,70.18,80,30,12.03,scattered clouds,2021-10-25 23:09:36
279,Altagracia De Orituco,VE,9.8601,-66.3814,72.91,94,81,4.18,broken clouds,2021-10-25 23:17:54
280,Sol-Iletsk,RU,51.1631,54.9918,39.83,79,100,13.67,overcast clouds,2021-10-25 23:17:55
281,Bac Lieu,VN,9.285,105.7244,77.31,90,100,6.73,overcast clouds,2021-10-25 23:10:33
282,Denpasar,ID,-8.65,115.2167,78.46,83,20,0.0,few clouds,2021-10-25 23:14:21
283,Mana,GF,5.6592,-53.7767,77.94,87,100,9.08,moderate rain,2021-10-25 23:16:17
284,Pitimbu,BR,-7.4706,-34.8086,81.19,66,62,15.28,broken clouds,2021-10-25 23:17:56
285,Salinopolis,BR,-0.6136,-47.3561,81.48,79,40,12.01,scattered clouds,2021-10-25 23:17:56
286,Vila Velha,BR,-20.3297,-40.2925,73.35,83,75,11.5,broken clouds,2021-10-25 23:12:50
287,Ugoofaaru,MV,5.6667,73.0,81.68,77,92,10.8,heavy intensity rain,2021-10-25 23:17:57
288,Ahipara,NZ,-35.1667,173.1667,68.5,64,25,6.38,scattered clouds,2021-10-25 23:16:08
289,Kiama,AU,-34.6833,150.8667,69.01,58,3,4.14,clear sky,2021-10-25 23:17:57
290,Sayville,US,40.7359,-73.0821,69.75,89,75,3.0,broken clouds,2021-10-25 23:17:58
291,Kandrian,PG,-6.2167,149.55,83.86,72,71,3.0,broken clouds,2021-10-25 23:17:58
292,Wodonga,AU,-36.1167,146.8833,61.05,70,0,5.99,clear sky,2021-10-25 23:17:58
293,Raudeberg,NO,61.9875,5.1352,48.87,93,99,4.0,light rain,2021-10-25 23:17:59
294,Menongue,AO,-14.6585,17.691,69.21,64,97,1.32,overcast clouds,2021-10-25 23:17:59
295,Ilulissat,GL,69.2167,-51.1,10.42,67,0,3.44,clear sky,2021-10-25 23:10:50
296,Husavik,IS,66.0449,-17.3389,28.31,79,73,6.08,broken clouds,2021-10-25 23:15:47
297,Barcelos,PT,41.5388,-8.6151,57.92,86,0,3.83,clear sky,2021-10-25 23:13:47
298,Winslow,US,35.0242,-110.6974,75.38,23,1,8.01,clear sky,2021-10-25 23:16:53
299,Cayenne,GF,4.9333,-52.3333,77.09,90,75,0.0,light rain,2021-10-25 23:14:53
300,Panacan,PH,9.2463,118.4082,81.41,80,88,3.42,overcast clouds,2021-10-25 23:18:01
301,Asfi,MA,32.2994,-9.2372,67.23,89,62,12.12,broken clouds,2021-10-25 23:12:58
302,Pangai,TO,-19.8,-174.35,80.71,57,20,12.66,few clouds,2021-10-25 23:18:02
303,Ust-Kuyga,RU,70.0167,135.6,-0.38,99,100,2.68,overcast clouds,2021-10-25 23:18:03
304,Necochea,AR,-38.5473,-58.7368,55.04,65,18,4.52,few clouds,2021-10-25 23:12:42
305,Itarema,BR,-2.9248,-39.9167,80.15,73,2,17.31,clear sky,2021-10-25 23:12:26
306,Barranca,PE,-10.75,-77.7667,63.41,80,40,8.37,scattered clouds,2021-10-25 23:18:04
307,Villazon,BO,-22.0866,-65.5942,50.81,32,40,14.47,scattered clouds,2021-10-25 23:18:04
308,Vicuna,CL,-30.0319,-70.7081,74.77,51,2,3.62,clear sky,2021-10-25 23:15:41
309,Pudozh,RU,61.8099,36.5345,42.3,97,100,9.75,light rain,2021-10-25 23:18:05
310,Adrar,MR,20.5022,-10.0711,82.65,16,87,14.61,overcast clouds,2021-10-25 23:11:28
311,Port Hedland,AU,-20.3167,118.5667,77.05,78,0,9.22,clear sky,2021-10-25 23:10:51
312,Damietta,EG,31.4165,31.8133,70.59,70,0,5.91,clear sky,2021-10-25 23:18:06
313,Bridlington,GB,54.0831,-0.1919,46.89,83,47,11.3,scattered clouds,2021-10-25 23:18:06
314,Kostyantynivka,UA,48.5277,37.7069,33.17,52,1,1.3,clear sky,2021-10-25 23:18:07
315,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,79,25,5.5,scattered clouds,2021-10-25 23:09:39
316,Mastic Beach,US,40.7668,-72.8521,68.41,89,90,7.0,overcast clouds,2021-10-25 23:18:08
317,Ringebu,NO,61.5167,10.1667,40.87,98,100,4.45,overcast clouds,2021-10-25 23:18:08
318,Carnarvon,AU,-24.8667,113.6333,66.27,63,75,16.11,broken clouds,2021-10-25 23:16:27
319,Pacific Grove,US,36.6177,-121.9166,65.44,78,1,5.99,clear sky,2021-10-25 23:18:09
320,Lompoc,US,34.6391,-120.4579,66.25,72,40,12.66,scattered clouds,2021-10-25 23:13:31
321,Limbazi,LV,57.5129,24.7194,39.04,76,100,9.69,overcast clouds,2021-10-25 23:18:09
322,Quetta,PK,30.199,67.0097,53.46,50,76,4.45,broken clouds,2021-10-25 23:18:10
323,Thinadhoo,MV,0.5333,72.9333,83.5,71,98,16.31,overcast clouds,2021-10-25 23:18:10
324,Svetlogorsk,BY,52.6333,29.7333,35.08,64,88,9.22,overcast clouds,2021-10-25 23:16:30
325,Katherine,AU,-14.4667,132.2667,86.32,58,37,10.36,scattered clouds,2021-10-25 23:18:11
326,Kombissiri,BF,12.0656,-1.3375,80.58,43,51,7.18,broken clouds,2021-10-25 23:18:11
327,Luanda,AO,-8.8368,13.2343,75.67,76,98,9.31,overcast clouds,2021-10-25 23:13:24
328,Mecca,SA,21.4267,39.8261,79.02,62,1,2.46,clear sky,2021-10-25 23:18:12
329,Kavieng,PG,-2.5744,150.7967,83.64,69,98,3.62,overcast clouds,2021-10-25 23:12:14
330,Kungurtug,RU,50.5994,97.5228,27.01,73,33,1.81,scattered clouds,2021-10-25 23:18:12
331,Spring Hill,US,28.4769,-82.5255,80.82,74,20,6.91,few clouds,2021-10-25 23:16:58
332,Villamontes,BO,-21.25,-63.5,74.93,25,0,2.66,clear sky,2021-10-25 23:18:13
333,Nouadhibou,MR,20.931,-17.0347,69.91,77,100,18.52,overcast clouds,2021-10-25 23:13:44
334,Matay,EG,28.419,30.7792,68.5,62,0,13.22,clear sky,2021-10-25 23:10:35
335,Kerema,PG,-7.9631,145.7785,81.54,79,100,1.14,overcast clouds,2021-10-25 23:18:14
336,Carberry,CA,49.8689,-99.3602,48.43,58,98,16.49,overcast clouds,2021-10-25 23:18:14
337,Aswan,EG,24.0934,32.907,73.62,33,0,11.34,clear sky,2021-10-25 23:15:23
338,Nishihara,JP,26.1842,127.7558,72.68,67,20,5.75,few clouds,2021-10-25 23:14:35
339,Tigil,RU,57.8,158.6667,34.25,94,100,15.17,overcast clouds,2021-10-25 23:18:15
340,Dakar,SN,14.6937,-17.4441,81.48,70,99,13.42,overcast clouds,2021-10-25 23:11:57
341,Nenjiang,CN,49.1833,125.2167,37.9,70,49,4.21,light rain,2021-10-25 23:18:16
342,Cockburn Town,TC,21.4612,-71.1419,82.81,76,22,15.55,few clouds,2021-10-25 23:11:03
343,Shellbrook,CA,53.2168,-106.4011,47.43,56,100,19.42,overcast clouds,2021-10-25 23:18:16
344,Norman Wells,CA,65.282,-126.8329,23.04,93,90,3.44,fog,2021-10-25 23:16:27
345,Ramnagar,IN,29.4,79.1167,61.72,67,0,4.65,clear sky,2021-10-25 23:18:17
346,Tuatapere,NZ,-46.1333,167.6833,58.55,89,87,1.74,overcast clouds,2021-10-25 23:07:02
347,Soissons,FR,49.3333,3.3333,52.41,94,86,6.76,overcast clouds,2021-10-25 23:18:17
348,Manokwari,ID,-0.8667,134.0833,82.67,69,63,6.58,broken clouds,2021-10-25 23:12:53
349,Namibe,AO,-15.1961,12.1522,63.05,82,7,7.43,clear sky,2021-10-25 23:11:11
350,Marzuq,YE,14.4,46.4667,70.25,52,24,2.33,few clouds,2021-10-25 23:18:18
351,Salinas,US,36.6777,-121.6555,65.86,64,75,14.97,broken clouds,2021-10-25 23:18:19
352,Mantua,IT,45.1667,10.7833,51.71,85,93,0.85,overcast clouds,2021-10-25 23:18:19
353,Xinzhou,CN,38.4092,112.7333,48.76,61,100,1.61,overcast clouds,2021-10-25 23:18:20
354,Coquimbo,CL,-29.9533,-71.3436,58.73,88,90,5.75,overcast clouds,2021-10-25 23:12:45
355,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.28,86,99,8.95,overcast clouds,2021-10-25 23:12:09
356,Bonthe,SL,7.5264,-12.505,78.6,85,95,6.33,light rain,2021-10-25 23:11:28
357,Wah,PK,33.798,72.6957,58.01,60,0,3.51,clear sky,2021-10-25 23:18:21
358,Canutama,BR,-6.5339,-64.3831,75.34,96,100,1.88,light rain,2021-10-25 23:18:21
359,Alta Floresta,BR,-9.8756,-56.0861,74.77,83,98,1.9,overcast clouds,2021-10-25 23:14:30
360,Penzance,GB,50.1186,-5.5371,55.76,84,95,14.47,overcast clouds,2021-10-25 23:13:22
361,Sal Rei,CV,16.1833,-22.9167,77.56,79,26,14.63,scattered clouds,2021-10-25 23:13:50
362,Yambio,SS,4.5721,28.3955,65.01,95,100,4.29,overcast clouds,2021-10-25 23:18:22
363,Inuvik,CA,68.3499,-133.7218,25.66,100,90,1.14,overcast clouds,2021-10-25 23:18:23
364,Mustasaari,FI,63.1142,21.6822,46.35,93,90,8.05,overcast clouds,2021-10-25 23:18:23
365,Pandan,PH,14.0453,124.1694,80.11,86,97,10.18,overcast clouds,2021-10-25 23:18:24
366,Ngemplak,ID,-7.5497,110.7164,75.04,79,61,6.71,broken clouds,2021-10-25 23:18:24
367,Buala,SB,-8.145,159.5921,85.01,67,53,8.3,broken clouds,2021-10-25 23:15:56
368,Torbay,CA,47.6666,-52.7314,41.29,80,90,10.36,overcast clouds,2021-10-25 23:11:54
369,Waiouru,NZ,-39.4833,175.6667,64.83,60,58,3.96,broken clouds,2021-10-25 23:18:25
370,Olafsvik,IS,64.8945,-23.7142,35.24,69,54,5.12,broken clouds,2021-10-25 23:12:49
371,Santiago Del Estero,AR,-27.7951,-64.2615,82.8,12,0,9.35,clear sky,2021-10-25 23:14:55
372,Chimbote,PE,-9.0853,-78.5783,64.09,80,39,8.97,scattered clouds,2021-10-25 23:18:26
373,Cairns,AU,-16.9167,145.7667,86.11,66,40,6.91,scattered clouds,2021-10-25 23:15:22
374,Weligama,LK,5.9667,80.4167,77.65,86,98,9.6,moderate rain,2021-10-25 23:18:26
375,Cheney,US,47.4874,-117.5758,57.76,53,40,16.11,scattered clouds,2021-10-25 23:14:05
376,Igrim,RU,63.1906,64.4162,27.01,76,91,6.55,overcast clouds,2021-10-25 23:18:27
377,Mao,ES,39.8885,4.2658,59.56,88,20,6.91,few clouds,2021-10-25 23:11:17
378,Laguna,US,38.421,-121.4238,67.05,58,20,3.0,few clouds,2021-10-25 23:15:17
379,Mugumu,TZ,-1.85,34.7,65.01,54,93,4.32,overcast clouds,2021-10-25 23:15:24
380,Haines Junction,CA,60.7522,-137.5108,30.15,69,100,1.14,overcast clouds,2021-10-25 23:18:28
381,Umrala,IN,21.8333,71.8167,77.95,52,43,4.88,scattered clouds,2021-10-25 23:18:29
382,Broome,US,42.2506,-75.833,65.35,80,20,1.01,few clouds,2021-10-25 23:14:12
383,Mumford,GH,5.2618,-0.759,78.46,88,82,12.55,moderate rain,2021-10-25 23:18:29
384,Sile,TR,41.1754,29.6133,56.57,56,88,1.01,overcast clouds,2021-10-25 23:18:30
385,Matamoros,MX,25.5333,-103.25,91.51,20,75,8.05,broken clouds,2021-10-25 23:18:30
386,Hervey Bay,AU,-25.2986,152.8535,77.04,77,100,8.81,overcast clouds,2021-10-25 23:16:53
387,Sept-Iles,CA,50.2001,-66.3821,45.05,87,1,0.0,clear sky,2021-10-25 23:16:43
388,Axim,GH,4.8699,-2.2405,78.19,87,81,10.16,broken clouds,2021-10-25 23:18:31
389,Baragua,CU,21.6967,-78.6328,79.27,82,92,5.64,overcast clouds,2021-10-25 23:18:31
390,Boa Vista,BR,2.8197,-60.6733,84.18,70,40,6.91,thunderstorm,2021-10-25 23:18:32
391,La Palma,US,33.8464,-118.0467,63.03,92,90,1.01,overcast clouds,2021-10-25 23:17:19
392,Broken Hill,AU,-31.95,141.4333,65.97,19,0,11.43,clear sky,2021-10-25 23:15:45
393,Egvekinot,RU,66.3167,-179.1667,2.57,85,15,5.46,few clouds,2021-10-25 23:16:12
394,Dunedin,NZ,-45.8742,170.5036,58.8,77,100,7.0,overcast clouds,2021-10-25 23:12:09
395,Yingkou,CN,40.6648,122.2283,57.99,84,92,13.8,overcast clouds,2021-10-25 23:18:33
396,Muisne,EC,0.6,-80.0333,76.17,84,87,8.79,overcast clouds,2021-10-25 23:18:34
397,Huarmey,PE,-10.0681,-78.1522,65.84,78,10,7.47,clear sky,2021-10-25 23:18:34
398,Lethem,GY,3.3803,-59.7968,79.0,83,98,7.2,overcast clouds,2021-10-25 23:18:35
399,Westport,US,41.1415,-73.3579,73.17,90,90,1.01,overcast clouds,2021-10-25 23:10:44
400,Beloha,MG,-25.1667,45.05,71.4,93,23,8.3,few clouds,2021-10-25 23:12:10
401,Whitehorse,CA,60.7161,-135.0538,30.97,80,90,8.05,overcast clouds,2021-10-25 23:15:18
402,Kastamonu,TR,41.5,33.6667,33.6,95,5,2.91,clear sky,2021-10-25 23:18:35
403,Abu Dhabi,AE,24.4667,54.3667,80.62,74,0,2.3,clear sky,2021-10-25 23:11:07
404,Henties Bay,NA,-22.116,14.2845,59.86,89,0,2.06,clear sky,2021-10-25 23:14:39
405,Senador Jose Porfirio,BR,-2.5908,-51.9542,80.15,77,72,4.38,broken clouds,2021-10-25 23:18:36
406,Porto Novo,BJ,6.4965,2.6036,80.42,88,75,5.73,broken clouds,2021-10-25 23:15:29
407,Muros,ES,42.7762,-9.0603,60.84,95,2,5.55,clear sky,2021-10-25 23:13:39
408,Karasburg,NA,-28.0167,18.75,67.64,19,43,8.5,scattered clouds,2021-10-25 23:18:37
409,Okha,RU,53.5739,142.9478,38.93,79,12,5.64,few clouds,2021-10-25 23:13:16
410,Ujiie,JP,36.6833,139.9667,58.46,87,100,10.67,overcast clouds,2021-10-25 23:18:37
411,Mindelo,CV,16.8901,-24.9804,78.35,69,75,23.02,broken clouds,2021-10-25 23:18:38
412,Abu Zabad,SD,12.35,29.25,85.95,27,96,5.14,overcast clouds,2021-10-25 23:15:46
413,Nelson Bay,AU,-32.7167,152.15,69.96,69,88,1.01,overcast clouds,2021-10-25 23:13:58
414,Bayog,PH,7.8667,123.0667,78.51,85,80,1.41,broken clouds,2021-10-25 23:18:39
415,Marfino,RU,55.7028,37.3822,32.14,80,0,13.42,clear sky,2021-10-25 23:18:39
416,Camana,PE,-16.6228,-72.7111,63.68,75,27,6.76,scattered clouds,2021-10-25 23:18:40
417,Merritt Island,US,28.5392,-80.672,80.01,87,40,5.75,scattered clouds,2021-10-25 23:16:56
418,Hornepayne,CA,49.2138,-84.7705,36.79,80,90,7.43,overcast clouds,2021-10-25 23:18:40
419,Moscow,RU,55.7522,37.6156,32.43,80,24,11.34,few clouds,2021-10-25 23:16:16
420,Sovetskiy,RU,61.3614,63.5842,26.33,78,34,8.61,scattered clouds,2021-10-25 23:13:26
421,Bartica,GY,6.4,-58.6167,79.12,99,97,2.37,overcast clouds,2021-10-25 23:18:41
422,Dhidhdhoo,MV,6.8833,73.1,81.75,78,96,9.24,overcast clouds,2021-10-25 23:10:39
423,Kurumkan,RU,54.3,110.3,32.88,87,62,4.43,light snow,2021-10-25 23:18:42
424,Hashimoto,JP,34.3167,135.6167,62.51,91,72,0.69,broken clouds,2021-10-25 23:18:43
425,Oktyabrskiy,RU,54.4815,53.471,28.81,79,25,4.61,scattered clouds,2021-10-25 23:15:37
426,Trinidad,BO,-14.8333,-64.9,80.58,61,87,0.0,overcast clouds,2021-10-25 23:18:43
427,Jian,CN,27.1172,114.9793,61.02,78,92,2.3,light rain,2021-10-25 23:14:58
428,Iquitos,PE,-3.7481,-73.2472,84.24,79,75,1.14,moderate rain,2021-10-25 23:14:54
429,Ambilobe,MG,-13.2,49.05,74.01,65,24,6.35,few clouds,2021-10-25 23:18:44
430,Bosaso,SO,11.2842,49.1816,78.71,66,73,4.18,broken clouds,2021-10-25 23:18:45
431,Agadez,NE,19.75,10.25,81.37,13,0,6.02,clear sky,2021-10-25 23:18:45
432,Aykhal,RU,66.0,111.5,11.35,95,89,11.72,overcast clouds,2021-10-25 23:14:17
433,Mukhen,RU,48.1,136.1,43.36,63,15,5.28,few clouds,2021-10-25 23:18:46
434,Palaikastron,GR,35.2,26.25,64.74,60,99,19.91,overcast clouds,2021-10-25 23:18:47
435,Okhotsk,RU,59.3833,143.3,21.09,78,52,8.21,broken clouds,2021-10-25 23:18:47
436,Alice Springs,AU,-23.7,133.8833,81.95,44,8,9.22,clear sky,2021-10-25 23:15:18
437,Stornoway,GB,58.2093,-6.3865,46.92,93,40,8.05,scattered clouds,2021-10-25 23:14:34
438,Xapuri,BR,-10.6517,-68.5044,75.85,89,100,2.93,overcast clouds,2021-10-25 23:18:48
439,Moree,AU,-29.4667,149.85,75.22,20,0,5.75,clear sky,2021-10-25 23:18:48
440,Ornes,NO,66.8689,13.7078,43.84,92,100,7.76,overcast clouds,2021-10-25 23:18:49
441,Puerto Parra,CO,6.6515,-74.0573,79.23,81,19,1.57,few clouds,2021-10-25 23:18:49
442,Waw,SS,7.7029,27.9953,76.46,70,62,4.27,broken clouds,2021-10-25 23:18:50
443,Qui Nhon,VN,13.7667,109.2333,75.99,89,100,17.74,overcast clouds,2021-10-25 23:14:27
444,Omis,HR,43.4447,16.6886,57.76,48,71,4.43,broken clouds,2021-10-25 23:18:51
445,Kaohsiung,TW,22.6163,120.3133,78.1,86,20,4.61,few clouds,2021-10-25 23:18:51
446,Sajanan,TN,37.0573,9.2426,64.67,89,86,10.31,overcast clouds,2021-10-25 23:18:52
447,Gambela,ET,8.25,34.5833,75.0,72,80,4.79,broken clouds,2021-10-25 23:16:53
448,Zhuanghe,CN,39.7008,122.9911,55.72,81,95,6.69,overcast clouds,2021-10-25 23:18:52
449,Hamilton,US,39.1834,-84.5333,54.59,89,90,1.01,overcast clouds,2021-10-25 23:12:52
450,Ust-Nera,RU,64.5667,143.2,6.94,98,98,2.82,overcast clouds,2021-10-25 23:18:53
451,Praia Da Vitoria,PT,38.7333,-27.0667,68.76,81,47,15.9,scattered clouds,2021-10-25 23:12:32
452,Shizunai,JP,42.3339,142.3669,57.43,80,100,8.46,heavy intensity rain,2021-10-25 23:18:53
453,Skibbereen,IE,51.55,-9.2667,51.6,83,100,14.2,overcast clouds,2021-10-25 23:18:54
454,Kuryk,KZ,43.2,51.65,49.08,66,100,19.17,overcast clouds,2021-10-25 23:18:54
455,Kristiansund,NO,63.1115,7.732,47.05,87,75,4.61,broken clouds,2021-10-25 23:18:55
456,Natal,BR,-5.795,-35.2094,81.25,83,75,12.66,broken clouds,2021-10-25 23:18:55
457,Faya,SA,18.3851,42.4509,55.92,74,0,2.39,clear sky,2021-10-25 23:12:18
458,Sakakah,SA,29.9697,40.2064,68.14,28,0,6.82,clear sky,2021-10-25 23:14:38
459,Jumla,NP,29.2747,82.1838,42.98,84,4,3.91,clear sky,2021-10-25 23:11:31
460,Maneadero,MX,31.7167,-116.5667,68.18,74,14,4.0,few clouds,2021-10-25 23:18:56
461,Constitucion,CL,-35.3333,-72.4167,60.04,73,78,17.27,broken clouds,2021-10-25 23:10:54
462,Oyon,PE,-10.6681,-76.7731,50.05,59,61,4.79,broken clouds,2021-10-25 23:18:56
463,Dauphin,CA,51.1494,-100.0502,46.54,61,1,14.97,clear sky,2021-10-25 23:16:26
464,Hay River,CA,60.8156,-115.7999,42.28,82,70,10.31,broken clouds,2021-10-25 23:14:49
465,Neryungri,RU,56.6709,124.6491,22.42,97,98,2.28,overcast clouds,2021-10-25 23:18:57
466,Devonport,AU,-41.1667,146.35,58.01,51,1,4.76,clear sky,2021-10-25 23:18:58
467,Santo Nino,PH,6.435,124.6975,74.91,96,99,1.99,overcast clouds,2021-10-25 23:18:58
468,Matara,LK,5.9485,80.5353,77.18,88,98,9.04,heavy intensity rain,2021-10-25 23:18:58
469,Radcliff,US,37.8404,-85.9491,53.22,97,90,1.99,mist,2021-10-25 23:18:59
470,America Dourada,BR,-11.4553,-41.4361,74.44,73,55,9.42,broken clouds,2021-10-25 23:18:59
471,Nargana,PA,9.4428,-78.5906,81.14,82,94,5.91,overcast clouds,2021-10-25 23:19:00
472,Mattru,SL,7.6244,-11.8332,74.25,96,100,2.26,light rain,2021-10-25 23:19:00
473,Coahuayana,MX,18.7333,-103.6833,85.48,80,100,2.8,overcast clouds,2021-10-25 23:14:52
474,Wenatchee,US,47.4235,-120.3103,57.58,72,75,1.01,broken clouds,2021-10-25 23:19:01
475,Kensington,AU,-33.9167,151.2167,69.96,55,40,6.91,scattered clouds,2021-10-25 23:19:02
476,Vysotsk,RU,60.6288,28.5705,45.72,87,100,15.95,overcast clouds,2021-10-25 23:19:02
477,Casper,US,42.8666,-106.3131,69.01,30,1,18.01,clear sky,2021-10-25 23:10:50
478,Viedma,AR,-40.8135,-62.9967,60.89,32,74,2.21,broken clouds,2021-10-25 23:11:29
479,Zhangye,CN,38.9342,100.4517,41.49,64,97,5.39,overcast clouds,2021-10-25 23:12:08
480,Gumrak,RU,48.7826,44.3824,35.51,60,75,8.95,broken clouds,2021-10-25 23:19:03
481,Carutapera,BR,-1.195,-46.02,80.49,79,42,8.37,scattered clouds,2021-10-25 23:15:16
482,Augusto Correa,BR,-1.0217,-46.635,79.54,81,58,4.81,broken clouds,2021-10-25 23:19:04
483,Zhezkazgan,KZ,47.8043,67.7144,44.62,44,97,4.12,overcast clouds,2021-10-25 23:19:04
484,Aksarka,RU,66.5606,67.7975,14.54,90,89,4.97,overcast clouds,2021-10-25 23:14:55
485,Ketchikan,US,55.3422,-131.6461,48.67,81,90,3.44,light rain,2021-10-25 23:14:36
486,Fatehpur,IN,25.9333,80.8,71.58,67,21,4.34,few clouds,2021-10-25 23:19:05
487,High Level,CA,58.5169,-117.136,39.31,100,90,5.75,light rain,2021-10-25 23:16:59
488,Talara,PE,-4.5772,-81.2719,66.96,82,90,12.66,overcast clouds,2021-10-25 23:14:08
489,Paciran,ID,-6.8767,112.3761,80.62,76,59,5.01,broken clouds,2021-10-25 23:19:06
490,Avera,US,33.194,-82.5271,76.71,83,58,7.52,broken clouds,2021-10-25 23:16:39
491,Esso,RU,55.9333,158.7,29.73,94,96,4.59,light snow,2021-10-25 23:19:06
492,Sai Buri,TH,6.7013,101.6168,76.51,88,95,3.15,overcast clouds,2021-10-25 23:19:07
493,La Ronge,CA,55.1001,-105.2842,43.05,65,90,17.27,overcast clouds,2021-10-25 23:15:21
494,Le Moule,GP,16.3332,-61.3473,78.84,100,1,12.97,clear sky,2021-10-25 23:19:08
495,Ovsyanka,RU,55.9575,92.5519,45.57,78,81,10.0,broken clouds,2021-10-25 23:19:08
496,Tual,ID,-5.6667,132.75,83.19,74,39,7.31,scattered clouds,2021-10-25 23:08:09
497,Bilibino,RU,68.0546,166.4372,-12.62,94,98,2.19,overcast clouds,2021-10-25 23:14:10
498,Gloversville,US,43.0528,-74.3438,53.94,93,90,6.91,overcast clouds,2021-10-25 23:19:09
499,Lahat,ID,-3.8,103.5333,71.96,96,97,2.39,overcast clouds,2021-10-25 23:19:10
500,Port Macquarie,AU,-31.4333,152.9167,72.9,58,42,7.18,scattered clouds,2021-10-25 23:16:29
501,Wana,PK,32.2989,69.5725,54.66,54,7,4.52,clear sky,2021-10-25 23:19:11
502,Morgan City,US,29.6994,-91.2068,86.0,72,32,5.3,scattered clouds,2021-10-25 23:19:11
503,Mackenzie,CA,55.2999,-123.1698,42.08,93,100,1.63,overcast clouds,2021-10-25 23:14:49
504,Borovskoy,KZ,53.8,64.15,39.61,82,100,14.85,overcast clouds,2021-10-25 23:19:12
505,Miri,MY,4.4148,114.0089,77.14,100,40,0.0,scattered clouds,2021-10-25 23:19:12
506,North Platte,US,41.1239,-100.7654,51.69,62,1,10.36,clear sky,2021-10-25 23:14:21
507,Urucui,BR,-7.2294,-44.5561,83.39,61,61,1.32,broken clouds,2021-10-25 23:19:13
508,Manakara,MG,-22.1333,48.0167,70.5,94,4,4.83,clear sky,2021-10-25 23:19:13
509,Lundamo,NO,63.1333,10.3,41.68,96,100,3.47,overcast clouds,2021-10-25 23:19:14
510,Tias,ES,28.9611,-13.645,67.75,78,20,6.91,few clouds,2021-10-25 23:19:14
511,Yemelyanovo,RU,56.1681,92.6767,45.41,61,0,11.18,clear sky,2021-10-25 23:19:15
512,Pangnirtung,CA,66.1451,-65.7125,22.55,59,51,2.21,broken clouds,2021-10-25 23:10:58
513,Guanaja,HN,16.4,-85.9,87.85,83,7,21.56,clear sky,2021-10-25 23:19:15
514,Sandwick,GB,60.0,-1.25,49.82,71,40,23.02,scattered clouds,2021-10-25 23:19:16
515,Gulbene,LV,57.1777,26.7529,38.34,76,100,8.52,overcast clouds,2021-10-25 23:19:16
516,San Carlos De Bariloche,AR,-41.1456,-71.3082,51.55,66,75,21.85,broken clouds,2021-10-25 23:19:17
517,Bethanien,NA,-26.502,17.1583,65.62,26,0,4.34,clear sky,2021-10-25 23:19:18
518,Kitui,KE,-1.367,38.0106,66.04,86,38,5.84,scattered clouds,2021-10-25 23:19:18
519,Glenwood Springs,US,39.5505,-107.3248,78.6,24,30,12.64,scattered clouds,2021-10-25 23:19:18
520,College,US,64.8569,-147.8028,30.58,91,90,0.0,overcast clouds,2021-10-25 23:11:23
521,Port Shepstone,ZA,-30.7414,30.455,64.08,89,100,13.0,light rain,2021-10-25 23:15:53
522,Vilcun,CL,-38.65,-72.2333,52.54,86,87,3.38,overcast clouds,2021-10-25 23:19:19
